words,tags_encoding
"['育', '碧', '的', '展', '前', '发', '布', '会', '已', '经', '确', '定', '于', '北', '京', '时', '间', '6', '月', '1', '1', '日', '早', '上', '6', '点', '至', '7', '点', '之', '间', '举', '行']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['借', '助', '腾', '讯', '微', '博']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Q', 'z', 'o', 'n', 'e', '等', '腾', '讯', '社', '交', '分', '享', '平', '台']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['腾', '讯', '视', '频', '优', '质', '自', '制', '内', '容', '能', '够', '达', '成', '二', '次', '传', '播']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['', '', '', '', '5', '6', '网', '', '', '打', '造', '战', '略', '品', '牌', '“', '5', '6', '出', '品', '”', '', '', '', '', '', '', '', '', '日', '前']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['5', '6', '网', '宣', '布', '将', '在', '2', '0', '1', '2', '年', '发', '力']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['打', '造', '5', '6', '网', '自', '制', '节', '目', '以', '及', '与', '专', '业', '影', '视', '公', '司', '联', '合', '出', '品', '内', '容', '的', '战', '略', '型', '品', '牌', '“', '5', '6', '出', '品', '”']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['今', '年', '7', '月', '底']","['O', 'O', 'O', 'O', 'O']"
"['奇', '瑞', '汽', '车', '推', '出', '了', '按', '照', '正', '向', '开', '发', '流', '程', '研', '发']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['制', '造', '的', '新', '车', '型', '艾', '瑞', '泽', '7']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['时', '隔', '一', '个', '多', '月']","['O', 'O', 'O', 'O', 'O', 'O']"
"['又', '推', '出', '了', '奇', '瑞', 'E', '3']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['据', '奇', '瑞', '汽', '车', '董', '事', '长']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['总', '经', '理', '尹', '同', '跃', '介', '绍']","['O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O']"
"['年', '内', '还', '将', '上', '市', '瑞', '虎', 'T', '2', '1']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['将', '成', '为', '奇', '瑞', '汽', '车', '开', '拓', '市', '场', '的']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['并', '进', '一', '步', '提', '升', '奇', '瑞', '汽', '车', '的', '自', '主', '品', '牌', '形', '象']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['奇', '瑞', '艾', '瑞', '泽', '7', '上', '市', '第', '一', '个', '月']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['', '(', '陆', '列', '嘉']","['O', 'O', 'B_person_name', 'M_person_name', 'E_person_name']"
"['陈', '志', '勇', ')']","['B_person_name', 'M_person_name', 'E_person_name', 'O']"
"['记', '者', '来', '到', '乌', '当', '区', '新', '添', '寨', '走', '访']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['了', '解', '内', '情', '的', '李', '女', '士', '说']","['O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O']"
"['这', '名', '女', '子', '叫', '芳', '芸', '(', '化', '名', ')']","['O', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'O']"
"['前', '夫', '是', '个', '李', '姓', '木', '匠']","['O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'M_person_name', 'E_person_name']"
"['两', '人', '都', '是', '黔', '西', '县', '人']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['5', '年', '前']","['O', 'O', 'O']"
"['芳', '芸', '看', '上', '有', '钱', '的', '刘', '老', '二']","['B_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name']"
"['刘', '老', '二', '也', '看', '上', '了', '芳', '芸', '的', '姿', '色']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O']"
"['两', '人', '的', '同', '居', '行', '为', '很', '快', '被', '李', '木', '匠', '发', '现']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O']"
"['事', '后', '芳', '芸', '索', '性', '与', '李', '木', '匠', '离', '婚']","['O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O']"
"['将', '儿', '子', '扔', '给', '李', '木', '匠', '独', '自', '抚', '养']","['O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O']"
"['范', '红', '霞', '得', '知', '聂', '华', '伟', '出', '事', '是', '在', '警', '察', '找', '到', '她', '询', '问', '情', '况', '时']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['虽', '然', '范', '红', '霞', '已', '经', '离', '开', '了', '家']","['O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O']"
"['他', '还', '一', '直', '和', '丽', '丽', '有', '来', '往']","['O', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O']"
"['范', '红', '霞', '说']","['B_person_name', 'M_person_name', 'E_person_name', 'O']"
"['但', '还', '是', '对', '聂', '华', '伟', '抱', '有', '希', '望', '的']","['O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O']"
"['当', '得', '知', '丈', '夫', '还', '是', '一', '直', '和', '丽', '丽', '有', '来', '往', '时']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'O']"
"['范', '红', '霞', '最', '后', '的', '希', '望', '被', '浇', '灭', '了']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['范', '红', '霞', '提', '出', '了', '离', '婚']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O']"
"['聂', '华', '伟', '在', '离', '婚', '协', '议', '书', '上', '签', '上', '了', '名', '字']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['聂', '华', '伟', '是', '家', '里', '的', '独', '生', '子']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['原', '本', '一', '个', '幸', '福', '的', '家', '庭', '彻', '底', '变', '了', '样', '：', '聂', '华', '伟', '的', '父', '亲', '原', '来', '是', '教', '师']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2', '月', '2', '日']","['O', 'O', 'O', 'O']"
"['路', '透', '社', '自', '东', '京', '向', '全', '世', '界', '报', '道']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['蒋', '介', '石']","['B_person_name', 'M_person_name', 'E_person_name']"
"['透', '过', '一', '位', '中', '国', '高', '层', '官', '员', '在', '日', '本', '东', '京', '近', '郊', '买', '了', '栋', '有', '2', '2', '间', '房', '间', '的', '华', '宅']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['与', '十', '几', '日', '前', '宋', '美', '龄', '劝', '说', '蒋', '介', '石', '离', '开', '台', '湾', '的', '传', '言', '不', '谋', '而', '合']","['O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['且', '是', '美', '国', '表', '态', '不', '支', '持', '蒋', '介', '石', '对', '前', '往', '中', '共', '控', '制', '船', '只', '进', '行', '军', '事', '封', '锁', '的', '这', '个', '敏', '感', '的', '时', '刻']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['总', '裁', '办', '公', '室', '于', '是', '向', '东', '京', '方', '面', '追', '查']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['“', '中', '华', '民', '国', '”', '驻', '日', '代', '表', '团', '团', '长', '朱', '世', '明', '一', '问']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O']"
"['并', '且', '还', '是', '自', '己', '代', '表', '团', '的', '人']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['他', '立', '即', '复', '电', '台', '北', '说']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['确', '实', '有', '个', '中', '国', '外', '交', '顾', '问', '花', '了', '三', '万', '美', '美', '金', '买', '了', '那', '栋', '房', '子']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['此', '人', '为', '王', '文', '成']","['O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name']"
"['是', '汤', '恩', '伯', '向', '蒋', '公', '介', '绍', '派', '到', '驻', '日', '代', '表', '团', '担', '任', '编', '制', '外', '顾', '问', '的']","['O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['王', '文', '成', '已', '经', '承', '认', '是', '代', '汤', '恩', '伯', '准', '备', '的']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O']"
"['西', '汉', '姆', '联', '曾', '经', '击', '败', '切', '尔', '西', '；', '在', '新', '年', '这', '一', '天']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['该', '队', '又', '打', '败', '了', '诺', '维', '奇']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['不', '过', '近', '来', '西', '汉', '姆', '联', '处', '境', '艰', '难']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['周', '三', '的', '比', '赛', '对', '于', '西', '汉', '姆', '来', '说', '又', '是', '一', '次', '严', '峻', '的', '考', '验']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['整', '个', '赛', '季', '只', '打', '入', '了', '5', '粒', '客', '场', '进', '球']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['乔', '-', '科', '尔', '是', '西', '汉', '姆', '联', '的', '传', '奇', '球', '星']","['B_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['自', '从', '回', '到', '西', '汉', '姆', '联', '以', '来']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['乔', '-', '科', '尔', '的', '表', '现', '颇', '为', '出', '色']","['B_person_name', 'M_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['他', '在', '对', '阵', '曼', '联', '的', '比', '赛', '中', '两', '次', '助', '攻', '队', '友', '得', '分']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['上', '周', '六', '对', '阵', 'Q', 'P', 'R', '的', '比', '赛', '里']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['乔', '科', '尔', '无', '疑', '是', '一', '位', '明', '星', '球', '员']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['我', '认', '为', '比', '赛', '结', '果', '将', '取', '决', '于', '阿', '森', '纳', '的', '表', '现']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O']"
"['如', '果', '枪', '手', '像', '对', '阵', '切', '尔', '西', '一', '战', '的', '上', '半', '场', '那', '么', '踢']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['那', '么', '西', '汉', '姆', '联', '将', '能', '够', '得', '到', '机', '会']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['如', '果', '阿', '森', '纳', '发', '挥', '出', '那', '一', '战', '下', '半', '场', '的', '水', '准']","['O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['那', '么', '西', '汉', '姆', '联', '几', '乎', '毫', '无', '生', '机']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['我', '认', '为', '西', '汉', '姆', '联', '将', '打', '4', '-', '5', '-', '1', '阵', '型']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['腾', '讯', '娱', '乐', '讯', '2', '0', '1', '3', '年', '7', '月', '6', '日', '香', '港', '歌', '手', '谢', '安', '琪', '(', '微', '博', ')', '(', 'K', 'a', 'y', ')', '去', '年', '跟', '环', '球', '解', '约', '后', '高', '调', '空', '降', '星', '焕']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['新', '专', '辑', '和', '红', '馆', '演', '唱', '会', '均', '推', '出', '无', '期']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['反', '而', '老', '公', '张', '继', '聪', '事', '业', '渐', '入', '佳', '境']","['O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O']"
"['谢', '安', '琪', '化', '身', '跟', '得', '太', '太', '施', '展']","['B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['与', '老', '公', '和', '儿', '子', '张', '瞻', '到', '海', '滩', '乐', '享', '天', '伦']","['O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['日', '前', '谢', '安', '琪', '被', '记', '者', '拍', '到', '随', '夫', '带', '子', '到', '大', '浪', '湾', '乐', '享', '天', '伦', '晒', '日', '光', '浴']","['O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['以', '低', '胸', '小', '背', '心', '配', '热', '裤', '的', '谢', '安', '琪', '在', '家', '人', '面', '前', '放', '下', '天', '后', '身', '份']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['负', '责', '看', '袋', '的', '谢', '安', '琪', '宁', '愿', '晒', '到', '满', '头', '大', '汗', '也', '好', '让', '老', '公', '和', '儿', '子', '尽', '情', '玩', '水']","['O', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['对', '于', '林', '某', '的', '这', '段', '恋', '情']","['O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O']"
"['而', '赵', '某', '的', '亲', '人', '对', '于', '她', '找', '了', '这', '么', '一', '个', '年', '轻', '的', '小', '伙', '儿']","['O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['在', '众', '人', '的', '祝', '福', '中', '于', '2', '0', '0', '9', '年', '结', '为', '了', '夫', '妻']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['并', '且', '在', '同', '年', '生', '下', '了', '一', '个', '可', '爱', '的', '儿', '子']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['-', '2', '0', '1', '2', '年', '4', '月', '起']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['邢', '台', '市', '区', '内', '各', '菜', '市', '场']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['引', '起', '了', '邢', '台', '市', '公', '安', '局', '特', '警', '支', '队', '便', '衣', '队', '的', '高', '度', '关', '注']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['一', '个', '东', '北', '籍', '盗', '窃', '团', '伙', '进', '入', '了', '便', '衣', '民', '警', '的', '视', '线']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['通', '过', '长', '达', '一', '年', '多', '的', '艰', '苦', '经', '营']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['特', '警', '便', '衣', '队', '终', '于', '在', '近', '日', '一', '举', '打', '掉', '了', '这', '一', '在', '邢', '邢', '活', '动', '多', '年']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2', '0', '1', '2', '年', '4', '月']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['邢', '台', '特', '警', '便', '衣', '队', '在', '走', '访', '中', '得', '知']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['近', '期', '牛', '城', '市', '区', '内', '五', '四', '街']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['顺', '德', '路']","['O', 'O', 'O']"
"['东', '牛', '角', '等', '集', '贸', '市', '场', '挎', '包']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['大', '众', '网', '烟', '台', '1', '2', '月', '1', '2', '日', '讯', '']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['通', '讯', '员', '', '邹', '剑', '', '记', '者', '', '姚', '人', '琦']","['O', 'O', 'O', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'B_person_name', 'M_person_name', 'E_person_name']"
"['', '记', '者', '从', '蓬', '莱', '市', '住', '建', '局', '获', '悉']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['蓬', '莱', '市', '2', '0', '1', '2', '年', '度', '符', '合', '廉', '租', '住', '房', '申', '请', '资', '格', '的', '家', '庭', '名', '单', '1', '2', '月', '9', '日', '公', '示']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['公', '示', '时', '间', '为', '1', '5', '天']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['将', '正', '式', '确', '定', '为', '2', '0', '1', '2', '年', '度', '廉', '租', '住', '房', '保', '障', '对', '象']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['2', '0', '1', '2', '年', '度', '符', '合', '廉', '租', '住', '房', '资', '格', '的', '家', '庭', '共', '有', '2', '3', '2', '户']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['蓬', '莱', '市', '住', '建', '局', '严', '格', '按', '照']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['获', '得', '2', '0', '1', '2', '年', '度', '廉', '租', '住', '房', '申', '请', '资', '格', '的', '家', '庭', '名', '单', '已', '于', '1', '2', '月', '9', '日', '在', '蓬', '莱', '市', '住', '建', '局', '网', '站', '和', '《', '今', '日', '蓬', '莱', '》', '予', '以', '公', '示']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['根', '据', '蓬', '莱', '市', '廉', '租', '住', '房', '申', '请', '条', '件']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['规', '定', '符', '合', '申', '请', '廉', '租', '房', '需', '要', '同', '时', '符', '合', '以', '下', '条', '件', '：', '具', '有', '本', '市', '城', '镇', '常', '住', '户', '口', '；', '申', '请', '家', '庭', '成', '员', '人', '均', '收', '入', '符', '合', '2', '0', '1', '2', '年', '度', '城', '镇', '低', '收', '入', '住', '房', '困', '难', '家', '庭', '保', '障', '标', '准', '；', '申', '请', '实', '物', '配', '租', '家', '庭', '为', '登', '州']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['紫', '荆', '山']","['O', 'O', 'O']"
"['蓬', '莱', '阁']","['O', 'O', 'O']"
"['新', '港']","['O', 'O']"
"['南', '王', '五', '个', '街', '道', '辖', '区', '内', '的', '低', '收', '入', '无', '房', '家', '庭', '；', '申', '请', '租', '赁', '补', '贴', '家', '庭', '为', '无', '房', '户', '或', '人', '均', '住', '房', '建', '筑', '面', '积', '低', '于', '1', '5', '平', '方', '米', '的', '家', '庭']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['可', '以', '信', '件', '和', '电', '话', '的', '形', '式', '向', '市', '住', '建', '局', '举', '报']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['台', '湾', '雀', '巢', '奶', '粉', '涨', '个', '不', '停']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['大', '陆', '雀', '巢', '却', '宣', '布', 'S', '-', '2', '6', '系', '列', '等', '1', '2', '款', '奶', '粉', '一', '起', '降', '价']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['有', '台', '湾', '民', '众', '表', '示']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['这', '样', '子', '对', '自', '己', '台', '湾', '很', '不', '公', '平']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['中', '国', '台', '湾', '网', '', '朱', '炼']","['O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name']"
"['燕', '赵', '都', '市', '网', '保', '定', '电', '(', '记', '者', '', '刘', '玲', '', '韦', '佳', ')', '5', '月', '5', '日', '下', '午', '3', '点']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B_person_name', 'E_person_name', 'O', 'B_person_name', 'E_person_name', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
